customer_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,product,signup_date_time,cancel_date_time,transaction_year,transaction_month,subscription_duration,revenue,profit,customer_region,ltv,total_transactions,is_returning_customer,churn_status,avg_subscription_duration
C2883,REDUCTION,2022-06-01,BASIC,53,Female,35-44,Sweden,facebook,prd_1,2017-01-11 11:58:54,,2022,6,,53,15.899999999999999,Sweden,162,2,True,False,
C2884,initial,2020-09-01,PRO,65,Female,55-65,Denmark,Google Ads,prd_1,2017-01-11 11:59:58,,2020,9,,65,19.5,Denmark,161,3,True,False,
C2884,REDUCTION,2021-09-01,BASIC,43,Female,55-65,Denmark,Google Ads,prd_1,2017-01-11 11:59:58,,2021,9,,43,12.9,Denmark,161,3,True,False,
C2884,CHURN,2022-06-01,BASIC,53,Female,55-65,Denmark,Google Ads,prd_1,2017-01-11 11:59:58,,2022,6,,53,15.899999999999999,Denmark,161,3,True,False,
C2885,initial,2022-10-01,BASIC,53,Female,45-54,Sweden,Bing,prd_1,2017-01-11 12:05:55,2017-03-29 14:56:21,2022,10,77.0,53,15.899999999999999,Sweden,53,1,False,True,77.0
C2886,initial,2021-08-01,MAX,109,Female,55-65,Finland,facebook,prd_1,2017-01-11 12:08:10,2020-12-02 12:05:10,2021,8,1420.0,109,32.699999999999996,Finland,109,1,False,True,1420.0
C2887,initial,2022-01-01,PRO,85,Male,35-44,Denmark,Organic Search,prd_1,2017-01-11 12:10:55,,2022,1,,85,25.5,Denmark,85,1,False,False,
C2888,initial,2021-01-01,BASIC,43,Male,35-44,Norway,Paid Search,prd_2,2017-01-11 12:18:22,2017-12-22 09:58:08,2021,1,344.0,43,12.9,Norway,43,1,False,True,344.0
C2889,initial,2021-11-01,BASIC,43,Female,25-34,Sweden,Google Ads,prd_1,2017-01-11 12:31:33,,2021,11,,43,12.9,Sweden,43,1,False,False,
C2890,initial,2022-05-01,PRO,85,Female,18-24,Sweden,Google Ads,prd_2,2017-01-11 12:32:27,,2022,5,,85,25.5,Sweden,85,1,False,False,
C2891,initial,2020-12-01,BASIC,33,Female,25-34,Norway,Organic Search,prd_1,2017-01-11 12:40:43,2021-04-09 13:30:04,2020,12,1549.0,33,9.9,Norway,271,3,True,True,1549.0
C2891,UPGRADE,2022-01-01,MAX,119,Female,25-34,Norway,Organic Search,prd_1,2017-01-11 12:40:43,2021-04-09 13:30:04,2022,1,1549.0,119,35.699999999999996,Norway,271,3,True,True,1549.0
C2891,CHURN,2022-09-01,MAX,119,Female,25-34,Norway,Organic Search,prd_1,2017-01-11 12:40:43,2021-04-09 13:30:04,2022,9,1549.0,119,35.699999999999996,Norway,271,3,True,True,1549.0
C2892,initial,2021-12-01,BASIC,43,Female,45-54,Finland,Google Ads,prd_1,2017-01-11 12:51:19,,2021,12,,43,12.9,Finland,96,2,True,False,
C2892,CHURN,2022-06-01,BASIC,53,Female,45-54,Finland,Google Ads,prd_1,2017-01-11 12:51:19,,2022,6,,53,15.899999999999999,Finland,96,2,True,False,
C2893,initial,2020-04-01,BASIC,33,Male,18-24,Sweden,facebook,prd_1,2017-01-11 12:52:39,,2020,4,,33,9.9,Sweden,142,2,True,False,
C2893,UPGRADE,2021-01-01,MAX,109,Male,18-24,Sweden,facebook,prd_1,2017-01-11 12:52:39,,2021,1,,109,32.699999999999996,Sweden,142,2,True,False,
C2894,initial,2022-01-01,MAX,119,Female,35-44,Finland,Display,prd_2,2017-01-11 13:01:05,2017-01-13 12:14:39,2022,1,1.0,119,35.699999999999996,Finland,119,1,False,True,1.0
C2895,initial,2020-02-01,PRO,65,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 13:24:23,,2020,2,,65,19.5,Finland,358,4,True,False,
C2895,CHURN,2020-07-01,PRO,65,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 13:24:23,,2020,7,,65,19.5,Finland,358,4,True,False,
C2895,UPGRADE,2021-10-01,MAX,109,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 13:24:23,,2021,10,,109,32.699999999999996,Finland,358,4,True,False,
C2895,CHURN,2022-03-01,MAX,119,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 13:24:23,,2022,3,,119,35.699999999999996,Finland,358,4,True,False,
C2896,initial,2020-10-01,MAX,99,Female,18-24,Norway,facebook,prd_1,2017-01-11 13:30:07,,2020,10,,99,29.7,Norway,184,2,True,False,
C2896,REDUCTION,2022-06-01,PRO,85,Female,18-24,Norway,facebook,prd_1,2017-01-11 13:30:07,,2022,6,,85,25.5,Norway,184,2,True,False,
C2897,initial,2021-04-01,PRO,75,Male,25-34,Sweden,Paid Search,prd_1,2017-01-11 13:37:01,,2021,4,,75,22.5,Sweden,128,2,True,False,
C2897,REDUCTION,2022-05-01,BASIC,53,Male,25-34,Sweden,Paid Search,prd_1,2017-01-11 13:37:01,,2022,5,,53,15.899999999999999,Sweden,128,2,True,False,
C2898,initial,2020-03-01,BASIC,33,Female,55-65,Norway,Organic Search,prd_1,2017-01-11 13:45:24,2021-08-14 19:07:18,2020,3,1676.0,33,9.9,Norway,152,2,True,True,1676.0
C2898,UPGRADE,2022-10-01,MAX,119,Female,55-65,Norway,Organic Search,prd_1,2017-01-11 13:45:24,2021-08-14 19:07:18,2022,10,1676.0,119,35.699999999999996,Norway,152,2,True,True,1676.0
C2899,initial,2020-09-01,BASIC,33,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 14:00:26,,2020,9,,33,9.9,Finland,98,2,True,False,
C2899,UPGRADE,2020-12-01,PRO,65,Female,18-24,Finland,Google Ads,prd_1,2017-01-11 14:00:26,,2020,12,,65,19.5,Finland,98,2,True,False,
C2900,initial,2021-05-01,PRO,75,Male,18-24,Finland,Google Ads,prd_1,2017-01-11 14:03:20,2019-11-21 15:56:53,2021,5,1044.0,75,22.5,Finland,269,3,True,True,1044.0
C2900,UPGRADE,2021-11-01,MAX,109,Male,18-24,Finland,Google Ads,prd_1,2017-01-11 14:03:20,2019-11-21 15:56:53,2021,11,1044.0,109,32.699999999999996,Finland,269,3,True,True,1044.0
C2900,CHURN,2022-01-01,PRO,85,Male,18-24,Finland,Google Ads,prd_1,2017-01-11 14:03:20,2019-11-21 15:56:53,2022,1,1044.0,85,25.5,Finland,269,3,True,True,1044.0
C2901,initial,2022-06-01,MAX,119,Female,25-34,Sweden,TV,prd_1,2017-01-11 14:06:22,,2022,6,,119,35.699999999999996,Sweden,172,2,True,False,
C2901,REDUCTION,2022-11-01,BASIC,53,Female,25-34,Sweden,TV,prd_1,2017-01-11 14:06:22,,2022,11,,53,15.899999999999999,Sweden,172,2,True,False,
C2902,initial,2020-12-01,BASIC,33,Male,18-24,Denmark,TV,prd_2,2017-01-11 14:35:46,2020-08-17 16:02:17,2020,12,1314.0,33,9.9,Denmark,142,2,True,True,1314.0
C2902,UPGRADE,2021-04-01,MAX,109,Male,18-24,Denmark,TV,prd_2,2017-01-11 14:35:46,2020-08-17 16:02:17,2021,4,1314.0,109,32.699999999999996,Denmark,142,2,True,True,1314.0
C2903,initial,2022-08-01,PRO,85,Male,35-44,Norway,Google Ads,prd_1,2017-01-11 14:45:53,,2022,8,,85,25.5,Norway,85,1,False,False,
C2904,initial,2020-12-01,PRO,65,Male,55-65,Sweden,Paid Search,prd_1,2017-01-11 15:01:52,2017-03-29 13:29:34,2020,12,76.0,65,19.5,Sweden,174,2,True,True,76.0
C2904,UPGRADE,2021-12-01,MAX,109,Male,55-65,Sweden,Paid Search,prd_1,2017-01-11 15:01:52,2017-03-29 13:29:34,2021,12,76.0,109,32.699999999999996,Sweden,174,2,True,True,76.0
C2905,initial,2021-06-01,MAX,109,Female,25-34,Sweden,Google Ads,prd_1,2017-01-11 15:26:42,2017-06-10 09:09:54,2021,6,149.0,109,32.699999999999996,Sweden,162,2,True,True,149.0
C2905,REDUCTION,2022-06-01,BASIC,53,Female,25-34,Sweden,Google Ads,prd_1,2017-01-11 15:26:42,2017-06-10 09:09:54,2022,6,149.0,53,15.899999999999999,Sweden,162,2,True,True,149.0
C2906,initial,2022-04-01,PRO,85,Male,18-24,Norway,Google Ads,prd_1,2017-01-11 15:34:05,2021-12-02 16:31:56,2022,4,1786.0,85,25.5,Norway,138,2,True,True,1786.0
C2906,REDUCTION,2022-05-01,BASIC,53,Male,18-24,Norway,Google Ads,prd_1,2017-01-11 15:34:05,2021-12-02 16:31:56,2022,5,1786.0,53,15.899999999999999,Norway,138,2,True,True,1786.0
C2907,initial,2022-02-01,BASIC,53,Male,18-24,Finland,Paid Search,prd_1,2017-01-11 15:45:03,2017-05-03 15:23:18,2022,2,111.0,53,15.899999999999999,Finland,53,1,False,True,111.0
C2908,initial,2020-11-01,PRO,65,Male,35-44,Sweden,Google Ads,prd_1,2017-01-11 15:58:07,2020-09-12 12:47:22,2020,11,1339.0,65,19.5,Sweden,118,2,True,True,1339.0
C2908,REDUCTION,2022-02-01,BASIC,53,Male,35-44,Sweden,Google Ads,prd_1,2017-01-11 15:58:07,2020-09-12 12:47:22,2022,2,1339.0,53,15.899999999999999,Sweden,118,2,True,True,1339.0
C2909,initial,2022-07-01,MAX,119,Female,35-44,Denmark,Google Ads,prd_1,2017-01-12 09:24:05,,2022,7,,119,35.699999999999996,Denmark,172,2,True,False,
C2909,REDUCTION,2022-09-01,BASIC,53,Female,35-44,Denmark,Google Ads,prd_1,2017-01-12 09:24:05,,2022,9,,53,15.899999999999999,Denmark,172,2,True,False,
C2910,initial,2021-08-01,PRO,75,Female,18-24,Norway,Organic Search,prd_2,2017-01-12 09:32:31,2020-02-05 15:30:53,2021,8,1119.0,75,22.5,Norway,194,2,True,True,1119.0
C2910,UPGRADE,2022-11-01,MAX,119,Female,18-24,Norway,Organic Search,prd_2,2017-01-12 09:32:31,2020-02-05 15:30:53,2022,11,1119.0,119,35.699999999999996,Norway,194,2,True,True,1119.0
C2911,initial,2022-09-01,PRO,85,Female,55-65,Finland,Google Ads,prd_1,2017-01-12 09:45:18,2018-11-05 12:22:59,2022,9,662.0,85,25.5,Finland,85,1,False,True,662.0
C2912,initial,2021-02-01,MAX,109,Female,35-44,Sweden,facebook,prd_1,2017-01-12 09:53:32,,2021,2,,109,32.699999999999996,Sweden,152,2,True,False,
C2912,REDUCTION,2021-04-01,BASIC,43,Female,35-44,Sweden,facebook,prd_1,2017-01-12 09:53:32,,2021,4,,43,12.9,Sweden,152,2,True,False,
C2913,initial,2022-08-01,MAX,119,Female,45-54,Sweden,facebook,prd_1,2017-01-12 10:13:10,,2022,8,,119,35.699999999999996,Sweden,119,1,False,False,
C2914,initial,2022-08-01,PRO,85,Female,25-34,Finland,facebook,prd_2,2017-01-12 10:32:29,2019-01-07 16:54:42,2022,8,725.0,85,25.5,Finland,85,1,False,True,725.0
C2915,initial,2022-09-01,PRO,85,Female,45-54,Sweden,facebook,prd_1,2017-01-12 10:39:15,,2022,9,,85,25.5,Sweden,85,1,False,False,
C2916,initial,2020-10-01,BASIC,33,Male,18-24,Sweden,Google Ads,prd_1,2017-01-12 10:48:59,2017-07-31 13:40:11,2020,10,200.0,33,9.9,Sweden,151,3,True,True,200.0
C2916,UPGRADE,2021-05-01,PRO,75,Male,18-24,Sweden,Google Ads,prd_1,2017-01-12 10:48:59,2017-07-31 13:40:11,2021,5,200.0,75,22.5,Sweden,151,3,True,True,200.0
C2916,CHURN,2021-11-01,BASIC,43,Male,18-24,Sweden,Google Ads,prd_1,2017-01-12 10:48:59,2017-07-31 13:40:11,2021,11,200.0,43,12.9,Sweden,151,3,True,True,200.0
C2917,initial,2020-03-01,PRO,65,Male,35-44,Sweden,Google Ads,prd_1,2017-01-12 10:58:29,2018-12-07 13:53:58,2020,3,694.0,65,19.5,Sweden,239,3,True,True,694.0
C2917,UPGRADE,2020-11-01,MAX,99,Male,35-44,Sweden,Google Ads,prd_1,2017-01-12 10:58:29,2018-12-07 13:53:58,2020,11,694.0,99,29.7,Sweden,239,3,True,True,694.0
C2917,CHURN,2021-03-01,PRO,75,Male,35-44,Sweden,Google Ads,prd_1,2017-01-12 10:58:29,2018-12-07 13:53:58,2021,3,694.0,75,22.5,Sweden,239,3,True,True,694.0
C2918,initial,2021-05-01,BASIC,43,Male,18-24,Sweden,Paid Search,prd_1,2017-01-12 11:02:57,2021-01-11 13:31:55,2021,5,1460.0,43,12.9,Sweden,162,2,True,True,1460.0
C2918,UPGRADE,2022-10-01,MAX,119,Male,18-24,Sweden,Paid Search,prd_1,2017-01-12 11:02:57,2021-01-11 13:31:55,2022,10,1460.0,119,35.699999999999996,Sweden,162,2,True,True,1460.0
C2919,initial,2022-01-01,PRO,85,Male,45-54,Sweden,Organic Search,prd_1,2017-01-12 11:03:20,2021-12-16 15:44:42,2022,1,1799.0,85,25.5,Sweden,85,1,False,True,1799.0
C2920,initial,2020-10-01,BASIC,33,Male,25-34,Sweden,facebook,prd_1,2017-01-12 11:06:24,,2020,10,,33,9.9,Sweden,152,2,True,False,
C2920,UPGRADE,2022-09-01,MAX,119,Male,25-34,Sweden,facebook,prd_1,2017-01-12 11:06:24,,2022,9,,119,35.699999999999996,Sweden,152,2,True,False,
C2921,initial,2021-12-01,PRO,75,Male,18-24,Denmark,TV,prd_1,2017-01-12 11:09:05,,2021,12,,75,22.5,Denmark,160,2,True,False,
C2921,CHURN,2022-05-01,PRO,85,Male,18-24,Denmark,TV,prd_1,2017-01-12 11:09:05,,2022,5,,85,25.5,Denmark,160,2,True,False,
C2922,initial,2020-05-01,PRO,65,Female,18-24,Finland,Unknown,prd_1,2017-01-12 11:11:39,,2020,5,,65,19.5,Finland,130,2,True,False,
C2922,CHURN,2020-09-01,PRO,65,Female,18-24,Finland,Unknown,prd_1,2017-01-12 11:11:39,,2020,9,,65,19.5,Finland,130,2,True,False,
C2923,initial,2020-12-01,MAX,99,Female,25-34,Norway,facebook,prd_1,2017-01-12 11:28:55,2020-05-23 15:45:50,2020,12,1227.0,99,29.7,Norway,142,2,True,True,1227.0
C2923,REDUCTION,2021-02-01,BASIC,43,Female,25-34,Norway,facebook,prd_1,2017-01-12 11:28:55,2020-05-23 15:45:50,2021,2,1227.0,43,12.9,Norway,142,2,True,True,1227.0
C2924,initial,2022-10-01,BASIC,53,Male,18-24,Denmark,Google Ads,prd_2,2017-01-12 11:32:18,2020-01-15 17:33:56,2022,10,1098.0,53,15.899999999999999,Denmark,53,1,False,True,1098.0
C2925,initial,2020-10-01,PRO,65,Male,25-34,Norway,Paid Search,prd_1,2017-01-12 11:34:45,,2020,10,,65,19.5,Norway,249,3,True,False,
C2925,UPGRADE,2021-01-01,MAX,109,Male,25-34,Norway,Paid Search,prd_1,2017-01-12 11:34:45,,2021,1,,109,32.699999999999996,Norway,249,3,True,False,
C2925,CHURN,2021-07-01,PRO,75,Male,25-34,Norway,Paid Search,prd_1,2017-01-12 11:34:45,,2021,7,,75,22.5,Norway,249,3,True,False,
C2926,initial,2020-01-01,PRO,65,Other,25-34,Finland,Google Ads,prd_2,2017-01-12 11:42:06,,2020,1,,65,19.5,Finland,130,2,True,False,
C2926,CHURN,2020-06-01,PRO,65,Other,25-34,Finland,Google Ads,prd_2,2017-01-12 11:42:06,,2020,6,,65,19.5,Finland,130,2,True,False,
C2927,initial,2020-09-01,MAX,99,Female,25-34,Sweden,Google Ads,prd_1,2017-01-12 11:45:40,2017-10-14 21:30:08,2020,9,275.0,99,29.7,Sweden,174,2,True,True,275.0
C2927,REDUCTION,2021-09-01,PRO,75,Female,25-34,Sweden,Google Ads,prd_1,2017-01-12 11:45:40,2017-10-14 21:30:08,2021,9,275.0,75,22.5,Sweden,174,2,True,True,275.0
C2928,initial,2021-10-01,PRO,75,Female,45-54,Denmark,Organic Search,prd_1,2017-01-12 11:47:32,,2021,10,,75,22.5,Denmark,128,2,True,False,
C2928,REDUCTION,2022-05-01,BASIC,53,Female,45-54,Denmark,Organic Search,prd_1,2017-01-12 11:47:32,,2022,5,,53,15.899999999999999,Denmark,128,2,True,False,
C2929,initial,2022-01-01,MAX,119,Other,25-34,Sweden,facebook,prd_1,2017-01-12 11:48:03,,2022,1,,119,35.699999999999996,Sweden,172,2,True,False,
C2929,REDUCTION,2022-06-01,BASIC,53,Other,25-34,Sweden,facebook,prd_1,2017-01-12 11:48:03,,2022,6,,53,15.899999999999999,Sweden,172,2,True,False,
C2930,initial,2021-02-01,MAX,109,Female,25-34,Norway,facebook,prd_1,2017-01-12 11:54:07,,2021,2,,109,32.699999999999996,Norway,194,2,True,False,
C2930,REDUCTION,2022-07-01,PRO,85,Female,25-34,Norway,facebook,prd_1,2017-01-12 11:54:07,,2022,7,,85,25.5,Norway,194,2,True,False,
C2931,initial,2020-06-01,PRO,65,Male,35-44,Finland,Google Ads,prd_1,2017-01-12 11:55:27,,2020,6,,65,19.5,Finland,130,2,True,False,
C2931,CHURN,2020-09-01,PRO,65,Male,35-44,Finland,Google Ads,prd_1,2017-01-12 11:55:27,,2020,9,,65,19.5,Finland,130,2,True,False,
C2932,initial,2021-05-01,MAX,109,Male,25-34,Finland,facebook,prd_2,2017-01-12 12:08:16,,2021,5,,109,32.699999999999996,Finland,184,2,True,False,
C2932,REDUCTION,2021-06-01,PRO,75,Male,25-34,Finland,facebook,prd_2,2017-01-12 12:08:16,,2021,6,,75,22.5,Finland,184,2,True,False,
C2933,initial,2020-08-01,MAX,99,Other,45-54,Norway,facebook,prd_1,2017-01-12 12:09:00,2019-04-12 15:08:15,2020,8,820.0,99,29.7,Norway,142,2,True,True,820.0
C2933,REDUCTION,2021-02-01,BASIC,43,Other,45-54,Norway,facebook,prd_1,2017-01-12 12:09:00,2019-04-12 15:08:15,2021,2,820.0,43,12.9,Norway,142,2,True,True,820.0
C2934,initial,2020-02-01,PRO,65,Male,45-54,Denmark,Google Ads,prd_1,2017-01-12 12:16:25,,2020,2,,65,19.5,Denmark,174,2,True,False,
C2934,UPGRADE,2021-10-01,MAX,109,Male,45-54,Denmark,Google Ads,prd_1,2017-01-12 12:16:25,,2021,10,,109,32.699999999999996,Denmark,174,2,True,False,
C2935,initial,2022-04-01,PRO,85,Female,35-44,Norway,TV,prd_1,2017-01-12 12:16:41,,2022,4,,85,25.5,Norway,138,2,True,False,
C2935,REDUCTION,2022-05-01,BASIC,53,Female,35-44,Norway,TV,prd_1,2017-01-12 12:16:41,,2022,5,,53,15.899999999999999,Norway,138,2,True,False,
C2936,initial,2022-12-01,MAX,119,Female,35-44,Finland,Google Ads,prd_1,2017-01-12 12:20:30,,2022,12,,119,35.699999999999996,Finland,119,1,False,False,
C2937,initial,2021-07-01,PRO,75,Female,18-24,Sweden,Google Ads,prd_1,2017-01-12 12:23:56,2021-01-22 15:15:00,2021,7,1471.0,75,22.5,Sweden,160,2,True,True,1471.0
C2937,CHURN,2022-06-01,PRO,85,Female,18-24,Sweden,Google Ads,prd_1,2017-01-12 12:23:56,2021-01-22 15:15:00,2022,6,1471.0,85,25.5,Sweden,160,2,True,True,1471.0
C2938,initial,2021-06-01,PRO,75,Male,55-65,Denmark,facebook,prd_1,2017-01-12 12:25:39,,2021,6,,75,22.5,Denmark,303,3,True,False,
C2938,UPGRADE,2021-11-01,MAX,109,Male,55-65,Denmark,facebook,prd_1,2017-01-12 12:25:39,,2021,11,,109,32.699999999999996,Denmark,303,3,True,False,
C2938,CHURN,2022-10-01,MAX,119,Male,55-65,Denmark,facebook,prd_1,2017-01-12 12:25:39,,2022,10,,119,35.699999999999996,Denmark,303,3,True,False,
C2939,initial,2020-08-01,PRO,65,Female,25-34,Finland,facebook,prd_2,2017-01-12 12:32:08,,2020,8,,65,19.5,Finland,118,2,True,False,
C2939,REDUCTION,2022-04-01,BASIC,53,Female,25-34,Finland,facebook,prd_2,2017-01-12 12:32:08,,2022,4,,53,15.899999999999999,Finland,118,2,True,False,
C2940,initial,2021-01-01,PRO,75,Male,18-24,Norway,Google Ads,prd_1,2017-01-12 12:36:51,2018-12-14 16:36:24,2021,1,701.0,75,22.5,Norway,184,2,True,True,701.0
C2940,UPGRADE,2021-06-01,MAX,109,Male,18-24,Norway,Google Ads,prd_1,2017-01-12 12:36:51,2018-12-14 16:36:24,2021,6,701.0,109,32.699999999999996,Norway,184,2,True,True,701.0
C2941,initial,2022-10-01,PRO,85,Male,25-34,Finland,facebook,prd_1,2017-01-12 12:36:57,,2022,10,,85,25.5,Finland,85,1,False,False,
C2942,initial,2022-02-01,MAX,119,Female,18-24,Denmark,Google Ads,prd_2,2017-01-12 12:38:04,,2022,2,,119,35.699999999999996,Denmark,119,1,False,False,
C2943,initial,2020-01-01,MAX,99,Female,45-54,Denmark,Paid Search,prd_1,2017-01-12 12:45:48,,2020,1,,99,29.7,Denmark,164,2,True,False,
C2943,REDUCTION,2020-05-01,PRO,65,Female,45-54,Denmark,Paid Search,prd_1,2017-01-12 12:45:48,,2020,5,,65,19.5,Denmark,164,2,True,False,
C2944,initial,2020-08-01,PRO,65,Male,45-54,Denmark,Organic Search,prd_1,2017-01-12 12:46:40,,2020,8,,65,19.5,Denmark,174,2,True,False,
C2944,UPGRADE,2021-10-01,MAX,109,Male,45-54,Denmark,Organic Search,prd_1,2017-01-12 12:46:40,,2021,10,,109,32.699999999999996,Denmark,174,2,True,False,
C2945,initial,2022-02-01,PRO,85,Male,25-34,Denmark,Paid Search,prd_1,2017-01-12 12:48:57,2017-09-25 17:36:51,2022,2,256.0,85,25.5,Denmark,138,2,True,True,256.0
C2945,REDUCTION,2022-04-01,BASIC,53,Male,25-34,Denmark,Paid Search,prd_1,2017-01-12 12:48:57,2017-09-25 17:36:51,2022,4,256.0,53,15.899999999999999,Denmark,138,2,True,True,256.0
C2946,initial,2022-08-01,BASIC,53,Female,18-24,Norway,facebook,prd_2,2017-01-12 13:08:44,2019-11-28 17:42:22,2022,8,1050.0,53,15.899999999999999,Norway,53,1,False,True,1050.0
C2947,initial,2021-07-01,PRO,75,Other,45-54,Norway,facebook,prd_2,2017-01-12 13:12:23,,2021,7,,75,22.5,Norway,75,1,False,False,
C2948,initial,2022-06-01,PRO,85,Male,35-44,Sweden,facebook,prd_1,2017-01-12 13:22:04,,2022,6,,85,25.5,Sweden,85,1,False,False,
C2949,initial,2022-03-01,PRO,85,Other,18-24,Norway,Google Ads,prd_1,2017-01-12 13:32:26,2017-09-02 16:49:54,2022,3,233.0,85,25.5,Norway,138,2,True,True,233.0
C2949,REDUCTION,2022-08-01,BASIC,53,Other,18-24,Norway,Google Ads,prd_1,2017-01-12 13:32:26,2017-09-02 16:49:54,2022,8,233.0,53,15.899999999999999,Norway,138,2,True,True,233.0
C2950,initial,2021-08-01,PRO,75,Female,55-65,Norway,Organic Search,prd_1,2017-01-12 13:32:35,,2021,8,,75,22.5,Norway,75,1,False,False,
C2951,initial,2020-06-01,PRO,65,Male,25-34,Finland,facebook,prd_2,2017-01-12 13:38:17,,2020,6,,65,19.5,Finland,273,3,True,False,
C2951,UPGRADE,2020-12-01,MAX,99,Male,25-34,Finland,facebook,prd_2,2017-01-12 13:38:17,,2020,12,,99,29.7,Finland,273,3,True,False,
C2951,CHURN,2021-03-01,MAX,109,Male,25-34,Finland,facebook,prd_2,2017-01-12 13:38:17,,2021,3,,109,32.699999999999996,Finland,273,3,True,False,
C2952,initial,2022-06-01,MAX,119,Female,35-44,Denmark,TV,prd_1,2017-01-12 13:39:55,2021-01-29 17:00:01,2022,6,1478.0,119,35.699999999999996,Denmark,119,1,False,True,1478.0
C2953,initial,2022-10-01,BASIC,53,Female,35-44,Sweden,facebook,prd_1,2017-01-12 13:48:48,,2022,10,,53,15.899999999999999,Sweden,53,1,False,False,
C2954,initial,2021-10-01,BASIC,43,Male,35-44,Finland,Paid Search,prd_1,2017-01-12 13:53:26,,2021,10,,43,12.9,Finland,96,2,True,False,
C2954,CHURN,2022-02-01,BASIC,53,Male,35-44,Finland,Paid Search,prd_1,2017-01-12 13:53:26,,2022,2,,53,15.899999999999999,Finland,96,2,True,False,
C2955,initial,2020-12-01,MAX,99,Female,55-65,Denmark,facebook,prd_1,2017-01-12 13:59:53,,2020,12,,99,29.7,Denmark,174,2,True,False,
C2955,REDUCTION,2021-04-01,PRO,75,Female,55-65,Denmark,facebook,prd_1,2017-01-12 13:59:53,,2021,4,,75,22.5,Denmark,174,2,True,False,
C2956,initial,2021-10-01,BASIC,43,Male,45-54,Norway,facebook,prd_1,2017-01-12 14:30:02,,2021,10,,43,12.9,Norway,43,1,False,False,
C2957,initial,2020-06-01,PRO,65,Female,25-34,Norway,Google Ads,prd_1,2017-01-12 15:12:13,2021-02-26 10:02:37,2020,6,1505.0,65,19.5,Norway,98,2,True,True,1505.0
C2957,REDUCTION,2020-11-01,BASIC,33,Female,25-34,Norway,Google Ads,prd_1,2017-01-12 15:12:13,2021-02-26 10:02:37,2020,11,1505.0,33,9.9,Norway,98,2,True,True,1505.0
C2958,initial,2022-06-01,MAX,119,Female,55-65,Sweden,Google Ads,prd_2,2017-01-12 16:27:37,2021-01-17 12:56:04,2022,6,1465.0,119,35.699999999999996,Sweden,119,1,False,True,1465.0
C2959,initial,2022-10-01,BASIC,53,Female,18-24,Denmark,facebook,prd_1,2017-01-12 16:33:45,,2022,10,,53,15.899999999999999,Denmark,53,1,False,False,
C2960,initial,2020-01-01,PRO,65,Female,35-44,Sweden,facebook,prd_1,2017-01-13 08:59:58,2021-08-10 14:05:19,2020,1,1670.0,65,19.5,Sweden,184,2,True,True,1670.0
C2960,UPGRADE,2022-10-01,MAX,119,Female,35-44,Sweden,facebook,prd_1,2017-01-13 08:59:58,2021-08-10 14:05:19,2022,10,1670.0,119,35.699999999999996,Sweden,184,2,True,True,1670.0
C2961,initial,2020-08-01,MAX,99,Female,45-54,Sweden,facebook,prd_1,2017-01-13 09:26:36,,2020,8,,99,29.7,Sweden,174,2,True,False,
C2961,REDUCTION,2021-07-01,PRO,75,Female,45-54,Sweden,facebook,prd_1,2017-01-13 09:26:36,,2021,7,,75,22.5,Sweden,174,2,True,False,
C2962,initial,2021-10-01,PRO,75,Female,45-54,Denmark,Google Ads,prd_1,2017-01-13 09:43:04,2020-10-10 09:51:05,2021,10,1366.0,75,22.5,Denmark,128,2,True,True,1366.0
C2962,REDUCTION,2022-04-01,BASIC,53,Female,45-54,Denmark,Google Ads,prd_1,2017-01-13 09:43:04,2020-10-10 09:51:05,2022,4,1366.0,53,15.899999999999999,Denmark,128,2,True,True,1366.0
C2963,initial,2021-05-01,MAX,109,Female,18-24,Norway,Google Ads,prd_2,2017-01-13 09:45:45,,2021,5,,109,32.699999999999996,Norway,152,2,True,False,
C2963,REDUCTION,2021-08-01,BASIC,43,Female,18-24,Norway,Google Ads,prd_2,2017-01-13 09:45:45,,2021,8,,43,12.9,Norway,152,2,True,False,
C2964,initial,2021-08-01,MAX,109,Female,25-34,Norway,Unknown,prd_1,2017-01-13 09:50:37,2020-05-31 11:46:50,2021,8,1234.0,109,32.699999999999996,Norway,184,2,True,True,1234.0
C2964,REDUCTION,2021-10-01,PRO,75,Female,25-34,Norway,Unknown,prd_1,2017-01-13 09:50:37,2020-05-31 11:46:50,2021,10,1234.0,75,22.5,Norway,184,2,True,True,1234.0
C2965,initial,2022-03-01,PRO,85,Female,45-54,Sweden,Paid Search,prd_2,2017-01-13 09:59:02,2019-09-15 12:49:15,2022,3,975.0,85,25.5,Sweden,138,2,True,True,975.0
C2965,REDUCTION,2022-10-01,BASIC,53,Female,45-54,Sweden,Paid Search,prd_2,2017-01-13 09:59:02,2019-09-15 12:49:15,2022,10,975.0,53,15.899999999999999,Sweden,138,2,True,True,975.0
C2966,initial,2020-07-01,PRO,65,Male,18-24,Sweden,Organic Search,prd_1,2017-01-13 10:03:31,,2020,7,,65,19.5,Sweden,184,2,True,False,
