customer_id,subscription_duration,revenue,profit,ltv,total_transactions,is_returning_customer,age,year,month,transaction_type_REDUCTION,transaction_type_UPGRADE,transaction_type_initial,subscription_type_MAX,subscription_type_PRO,customer_gender_Male,customer_gender_Other,customer_country_Finland,customer_country_Norway,customer_country_Sweden,referral_type_Display,referral_type_Google Ads,referral_type_Organic Search,referral_type_Paid Search,referral_type_TV,referral_type_Unknown,referral_type_facebook,product_prd_2,churn_status_True,status_Inactive
C2587,844.5,75,22.5,194.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C4623,1697.0,75,22.5,184.0,2,True,49,2021,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
C4890,844.5,109,32.7,194.0,2,True,29,2021,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C10218,844.5,75,22.5,140.0,2,True,39,2021,3,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
C8297,1291.0,75,22.5,128.0,2,True,39,2021,3,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
C9400,1579.0,109,32.7,194.0,2,True,21,2021,3,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C6050,233.0,109,32.7,174.0,2,True,60,2021,3,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
C9338,1338.0,109,32.7,152.0,2,True,29,2021,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
C2703,844.5,109,32.7,142.0,2,True,60,2021,3,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
C9231,844.5,109,32.7,162.0,2,True,21,2021,3,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
C6474,844.5,75,22.5,150.0,2,True,39,2021,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C9391,844.5,75,22.5,194.0,2,True,29,2021,3,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C4121,844.5,43,12.9,203.0,3,True,60,2021,3,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C2604,844.5,75,22.5,140.0,2,True,39,2021,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
C5774,844.5,43,12.9,43.0,1,False,49,2021,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
C4128,816.0,109,32.7,249.0,3,True,29,2021,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C4676,1401.0,43,12.9,161.0,3,True,21,2021,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
C9018,844.5,75,22.5,108.0,2,True,29,2021,3,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C4524,809.0,43,12.9,281.0,3,True,39,2021,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
C4101,844.5,43,12.9,152.0,2,True,21,2021,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C4840,844.5,43,12.9,142.0,2,True,49,2021,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C4784,844.5,75,22.5,118.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
C6335,844.5,43,12.9,119.0,3,True,21,2021,3,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
C9418,1480.0,43,12.9,175.0,3,True,39,2021,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C9164,477.0,43,12.9,43.0,1,False,21,2021,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
C9415,577.0,109,32.7,174.0,2,True,21,2021,3,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C6511,844.5,109,32.7,185.0,3,True,21,2021,3,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
C6202,252.0,109,32.7,259.0,3,True,29,2021,3,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
C5703,559.0,109,32.7,184.0,2,True,49,2021,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
C6056,1373.0,43,12.9,76.0,2,True,29,2021,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
C6198,844.5,75,22.5,128.0,2,True,29,2021,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C5831,955.0,75,22.5,171.0,3,True,21,2021,3,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
C2725,844.5,43,12.9,128.0,2,True,21,2021,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C9022,1017.0,43,12.9,43.0,1,False,49,2021,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
C9238,844.5,75,22.5,174.0,2,True,39,2021,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C9091,1628.0,43,12.9,108.0,2,True,39,2021,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
C6193,844.5,43,12.9,152.0,2,True,21,2021,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
C5715,844.5,109,32.7,174.0,2,True,60,2021,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C4235,1304.0,43,12.9,43.0,1,False,60,2021,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
C4551,844.5,109,32.7,174.0,2,True,60,2021,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C2608,844.5,75,22.5,118.0,2,True,49,2021,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C9183,844.5,43,12.9,128.0,2,True,21,2021,3,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C8278,103.0,43,12.9,141.0,3,True,60,2021,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C4193,704.0,109,32.7,162.0,2,True,21,2021,3,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
C4474,844.5,109,32.7,249.0,3,True,39,2021,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
C8273,265.0,75,22.5,150.0,2,True,60,2021,3,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
C6111,844.5,109,32.7,142.0,2,True,21,2021,3,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
C4470,844.5,75,22.5,171.0,3,True,49,2021,3,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C5857,844.5,43,12.9,86.0,2,True,21,2021,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
C8454,844.5,43,12.9,142.0,2,True,60,2021,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
C4808,1147.0,75,22.5,171.0,3,True,29,2021,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C6419,844.5,75,22.5,194.0,2,True,60,2021,3,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C4187,550.0,43,12.9,203.0,3,True,49,2021,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
C6413,844.5,109,32.7,142.0,2,True,21,2021,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C4181,404.0,43,12.9,161.0,3,True,39,2021,3,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
C9010,961.0,75,22.5,140.0,2,True,39,2021,3,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
C4447,844.5,75,22.5,174.0,2,True,21,2021,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
C6435,1336.0,43,12.9,43.0,1,False,21,2021,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
C4799,844.5,43,12.9,152.0,2,True,49,2021,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C6158,844.5,43,12.9,152.0,2,True,60,2021,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
C4689,844.5,109,32.7,152.0,2,True,60,2021,3,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C4514,1000.0,109,32.7,142.0,2,True,29,2021,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C6454,844.5,109,32.7,194.0,2,True,49,2021,3,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
C8286,577.0,43,12.9,43.0,1,False,49,2021,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True
C6070,844.5,75,22.5,184.0,2,True,49,2021,3,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
C8285,299.0,43,12.9,76.0,2,True,39,2021,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C5771,902.0,109,32.7,152.0,2,True,21,2021,3,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C9085,1242.0,75,22.5,150.0,2,True,21,2021,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C2917,694.0,75,22.5,239.0,3,True,39,2021,3,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C5877,844.5,75,22.5,239.0,3,True,49,2021,3,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C6075,844.5,75,22.5,194.0,2,True,21,2021,3,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
C6079,844.5,75,22.5,128.0,2,True,29,2021,3,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
C4500,90.0,75,22.5,205.0,3,True,21,2021,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
C6164,844.5,43,12.9,142.0,2,True,29,2021,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C4434,844.5,43,12.9,86.0,2,True,60,2021,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
C4146,844.5,75,22.5,174.0,2,True,39,2021,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C6085,101.0,109,32.7,142.0,2,True,60,2021,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C2728,407.0,109,32.7,174.0,2,True,60,2021,3,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
C4657,844.5,43,12.9,76.0,2,True,21,2021,3,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
C6357,844.5,43,12.9,86.0,2,True,21,2021,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C5758,1216.0,75,22.5,118.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
C5951,224.0,43,12.9,43.0,1,False,49,2021,3,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True
C8148,1433.0,43,12.9,43.0,1,False,21,2021,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True
C9279,844.5,43,12.9,203.0,3,True,21,2021,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C6567,844.5,43,12.9,203.0,3,True,21,2021,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C2951,844.5,109,32.7,273.0,3,True,29,2021,3,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
C6227,844.5,43,12.9,43.0,1,False,21,2021,3,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
C4736,844.5,43,12.9,162.0,2,True,60,2021,3,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
C4046,844.5,75,22.5,128.0,2,True,60,2021,3,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
C5983,129.0,75,22.5,118.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
C8334,85.0,109,32.7,174.0,2,True,49,2021,3,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
C4584,844.5,75,22.5,118.0,2,True,39,2021,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C8199,844.5,43,12.9,281.0,3,True,21,2021,3,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
C6252,844.5,43,12.9,76.0,2,True,21,2021,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C8343,633.0,75,22.5,128.0,2,True,49,2021,3,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
C2649,844.5,75,22.5,183.0,3,True,29,2021,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
C8498,844.5,43,12.9,108.0,2,True,60,2021,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
C4585,844.5,43,12.9,162.0,2,True,49,2021,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C4337,844.5,109,32.7,194.0,2,True,39,2021,3,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C5914,1566.0,75,22.5,184.0,2,True,49,2021,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C10258,844.5,43,12.9,162.0,2,True,49,2021,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
C6235,844.5,109,32.7,174.0,2,True,60,2021,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
C6315,603.0,75,22.5,184.0,2,True,60,2021,3,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C9130,675.0,75,22.5,140.0,2,True,21,2021,3,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C8023,844.5,43,12.9,86.0,2,True,49,2021,3,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C8356,91.0,43,12.9,76.0,2,True,29,2021,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C2591,190.0,43,12.9,161.0,3,True,60,2021,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False
C8332,844.5,75,22.5,183.0,3,True,39,2021,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C5803,844.5,43,12.9,86.0,2,True,29,2021,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C6513,64.0,75,22.5,184.0,2,True,29,2021,3,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C4307,844.5,75,22.5,128.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C4885,229.0,75,22.5,193.0,3,True,60,2021,3,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C5999,1426.0,109,32.7,283.0,3,True,21,2021,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
C2633,844.5,75,22.5,194.0,2,True,21,2021,3,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
C4263,153.0,43,12.9,142.0,2,True,29,2021,3,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
C8977,1190.0,109,32.7,194.0,2,True,29,2021,3,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C6282,1390.0,43,12.9,43.0,1,False,60,2021,3,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True
C8204,844.5,75,22.5,193.0,3,True,21,2021,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C8239,953.0,75,22.5,75.0,1,False,21,2021,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
C9269,844.5,75,22.5,150.0,2,True,49,2021,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
C6264,1248.0,109,32.7,162.0,2,True,39,2021,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
C8185,433.0,43,12.9,43.0,1,False,21,2021,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
C3577,1216.0,75,22.5,128.0,2,True,21,2021,4,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
C8844,717.0,109,32.7,152.0,2,True,49,2021,4,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
C8189,255.0,109,32.7,194.0,2,True,49,2021,4,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
C5401,102.0,75,22.5,194.0,2,True,60,2021,4,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
C5845,844.5,75,22.5,128.0,2,True,39,2021,4,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
C4750,1235.0,75,22.5,298.0,3,True,21,2021,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
C3452,89.0,43,12.9,86.0,2,True,49,2021,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C6982,844.5,43,12.9,162.0,2,True,29,2021,4,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
C4336,267.0,43,12.9,43.0,1,False,29,2021,4,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True
C9690,637.0,75,22.5,174.0,2,True,39,2021,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
C8234,844.5,43,12.9,171.0,3,True,29,2021,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
C8661,1154.0,43,12.9,152.0,2,True,29,2021,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C6983,1234.0,109,32.7,185.0,3,True,29,2021,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
C6581,1356.0,43,12.9,43.0,1,False,21,2021,4,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True
C6995,412.0,43,12.9,162.0,2,True,21,2021,4,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
C8403,637.0,43,12.9,109.0,3,True,21,2021,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C6256,1205.0,43,12.9,43.0,1,False,39,2021,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True
C9070,844.5,43,12.9,162.0,2,True,21,2021,4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
C2665,844.5,43,12.9,43.0,1,False,29,2021,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
C5470,844.5,75,22.5,269.0,3,True,21,2021,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
C5415,1368.0,109,32.7,194.0,2,True,49,2021,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C5136,98.0,43,12.9,193.0,3,True,29,2021,4,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C9804,844.5,75,22.5,194.0,2,True,49,2021,4,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C10329,844.5,109,32.7,194.0,2,True,21,2021,4,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
C5806,844.5,43,12.9,108.0,2,True,29,2021,4,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
C6160,844.5,43,12.9,171.0,3,True,21,2021,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C5847,844.5,75,22.5,249.0,3,True,21,2021,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
C7681,844.5,109,32.7,194.0,2,True,21,2021,4,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C2774,656.0,75,22.5,140.0,2,True,49,2021,4,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False
C4712,944.0,109,32.7,162.0,2,True,49,2021,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
C7102,844.5,109,32.7,152.0,2,True,21,2021,4,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C6187,726.0,43,12.9,162.0,2,True,21,2021,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
C7041,1569.0,109,32.7,283.0,3,True,39,2021,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
C7720,844.5,75,22.5,140.0,2,True,29,2021,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C5100,844.5,109,32.7,184.0,2,True,60,2021,4,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
C7694,171.0,75,22.5,140.0,2,True,29,2021,4,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
C7089,158.0,75,22.5,118.0,2,True,39,2021,4,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C4399,844.5,75,22.5,171.0,3,True,60,2021,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C5440,844.5,75,22.5,174.0,2,True,21,2021,4,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
C3543,844.5,43,12.9,128.0,2,True,39,2021,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
C9056,1453.0,43,12.9,86.0,2,True,21,2021,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False
C3508,870.0,75,22.5,184.0,2,True,39,2021,4,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
C8211,844.5,109,32.7,273.0,3,True,60,2021,4,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
C10246,1522.0,43,12.9,43.0,1,False,21,2021,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
C7719,844.5,109,32.7,184.0,2,True,60,2021,4,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
C9755,1245.0,43,12.9,162.0,2,True,49,2021,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
C3519,947.0,109,32.7,184.0,2,True,49,2021,4,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
C2654,844.5,43,12.9,86.0,2,True,21,2021,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
C7057,115.0,43,12.9,152.0,2,True,29,2021,4,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
C2713,100.0,43,12.9,142.0,2,True,49,2021,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False
C3539,844.5,109,32.7,162.0,2,True,60,2021,4,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
C9224,844.5,109,32.7,152.0,2,True,49,2021,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C7692,1404.0,109,32.7,194.0,2,True,21,2021,4,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
C7106,514.0,75,22.5,150.0,2,True,39,2021,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C7013,362.0,43,12.9,185.0,3,True,60,2021,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C7743,844.5,43,12.9,43.0,1,False,60,2021,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
C7127,174.0,43,12.9,162.0,2,True,29,2021,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
C5089,50.0,109,32.7,174.0,2,True,39,2021,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
C3565,774.0,109,32.7,174.0,2,True,21,2021,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
C4387,844.5,75,22.5,194.0,2,True,49,2021,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C4713,844.5,75,22.5,160.0,2,True,21,2021,4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C8230,1329.0,43,12.9,108.0,2,True,39,2021,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
C3564,614.0,109,32.7,194.0,2,True,29,2021,4,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
C7691,1022.0,109,32.7,241.0,3,True,29,2021,4,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
C10092,353.0,109,32.7,152.0,2,True,21,2021,4,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C8227,844.5,43,12.9,43.0,1,False,39,2021,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
C9264,844.5,75,22.5,128.0,2,True,60,2021,4,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
C2650,844.5,43,12.9,43.0,1,False,21,2021,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
C9235,844.5,109,32.7,152.0,2,True,49,2021,4,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
C2769,1243.0,109,32.7,162.0,2,True,60,2021,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
C6184,844.5,43,12.9,142.0,2,True,21,2021,4,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
C5433,1663.0,43,12.9,175.0,3,True,49,2021,4,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
C9054,1042.0,109,32.7,184.0,2,True,21,2021,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
C9254,347.0,43,12.9,43.0,1,False,29,2021,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
C7031,844.5,75,22.5,174.0,2,True,29,2021,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
C8838,844.5,43,12.9,152.0,2,True,21,2021,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
